tensor_type,predictor,gtx_count,rem_count,gtx_probability,rem_probability,mean_level,median_level,p90,p95,p99,maximum
weight,NONE,55783190,92888739,0.37520996986593214,0.6247900301340679,9.484070567215147,7,22,29,43,126
weight,MEAN,723486,1291494,0.3590536878777953,0.6409463121222047,10.336481255397075,7,24,32,49,164
weight,NEIGHBOR,5804416,7515952,0.4357549280920767,0.5642450719079233,7.240453792267601,5,16,21,31,227
