tensor_name,tensor_type,num_weights,num_chunks,bitwidth,predictor,bestK,bits_per_element,skip_count,skip_total,skip_p1,ctx0_zeros,ctx0_ones,ctx0_p1,ctx1_zeros,ctx1_ones,ctx1_p1,ctx2_zeros,ctx2_ones,ctx2_p1,ctx3_zeros,ctx3_ones,ctx3_p1,ctx4_zeros,ctx4_ones,ctx4_p1,ctx5_zeros,ctx5_ones,ctx5_p1,ctx6_zeros,ctx6_ones,ctx6_p1,ctx7_zeros,ctx7_ones,ctx7_p1,ctx8_zeros,ctx8_ones,ctx8_p1,ctx9_zeros,ctx9_ones,ctx9_p1,ctx10_zeros,ctx10_ones,ctx10_p1,ctx11_zeros,ctx11_ones,ctx11_p1,ctx12_zeros,ctx12_ones,ctx12_p1
roberta_encoder_layer_5_attention_output_LayerNorm_bias,bias,768,1,12,1,2,13.638601,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.328578,0,1,0.0,1,21,0.9545454545454546,7,355,0.9806629834254144,13,371,0.9661458333333334,384,363,0.4859437751004016,44,67,0.6036036036036037,52,131,0.7158469945355191,597,0,0.0,597,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,150,597,0.7991967871485943
roberta_encoder_layer_5_attention_output_dense_bias,bias,768,1,12,1,3,15.617508,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_attention_output_dense_weight,weight,589824,288,8,0,1,6.131964,0,288,0.0,1428,23520,0.9427609427609428,11697,270974,0.9586197381408068,11548,270657,0.959079392640102,282323,282828,0.5004467832490785,66148,120304,0.6452277261708107,66211,120688,0.6457391425315278,346798,4,1.1533958858368752e-05,346577,225,0.0006487851857832423,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,218349,346802,0.6136448488987899
roberta_encoder_layer_5_attention_self_key_bias,bias,768,1,12,1,1,7.171982,0,1,0.0,19,93,0.8303571428571429,69,362,0.839907192575406,24,201,0.8933333333333333,225,431,0.6570121951219512,94,118,0.5566037735849056,241,252,0.5111561866125761,104,0,0.0,99,5,0.04807692307692308,97,7,0.0673076923076923,92,12,0.11538461538461539,0,0,0.0,0,0,0.0,552,104,0.15853658536585366
roberta_encoder_layer_5_attention_self_key_weight,weight,589824,288,8,0,1,7.081511,0,288,0.0,384,15219,0.9753893482022687,7483,279464,0.9739220134728713,7454,279820,0.9740526466021986,287421,287082,0.49970496237617557,44523,86746,0.6608262422963533,44836,86746,0.6592543053001171,426213,0,0.0,425657,556,0.0013045120632172178,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,148290,426213,0.7418812434399821
roberta_encoder_layer_5_attention_self_query_bias,bias,768,1,12,0,3,14.924962,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_attention_self_query_weight,weight,589824,288,8,0,1,7.892157,9,288,0.03125,336,12963,0.974734942476878,6362,274089,0.9773151103044738,6331,271311,0.9771972540177639,277777,280586,0.5025153887345687,37400,73357,0.662323826033569,37557,74162,0.6638262068224743,433253,0,0.0,432294,959,0.00221348726956305,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,125110,433253,0.775934293640517
roberta_encoder_layer_5_attention_self_value_bias,bias,768,1,12,2,3,14.260951,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_attention_self_value_weight,weight,589824,288,8,0,1,8.468637,161,288,0.5590277777777778,146,5796,0.9754291484348704,2791,124832,0.9781309011698518,2880,123651,0.977238779429547,126599,127680,0.5021256179236193,16654,32633,0.6621015683648832,16688,32711,0.6621793963440555,198408,0,0.0,197111,1297,0.006537034796983992,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,55871,198408,0.7802767825892032
roberta_encoder_layer_5_intermediate_dense_bias,bias,3072,2,12,0,3,14.713303,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_intermediate_dense_weight,weight,2359296,1152,8,0,1,6.302322,5,1152,0.004340277777777778,2308,70575,0.9683328073762058,36157,1169266,0.9700047203346875,33303,1037447,0.968897501751109,1071309,1205979,0.5295680651722575,195560,379021,0.6596476388881637,203222,399346,0.6627401388722932,1610396,0,0.0,1608495,1901,0.0011804549936785735,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,666892,1610396,0.7071551775620826
roberta_encoder_layer_5_output_LayerNorm_bias,bias,768,1,12,1,2,12.393656,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_output_LayerNorm_weight,weight,768,1,8,1,1,6.211004,0,1,0.0,1,18,0.9473684210526315,9,392,0.9775561097256857,8,340,0.9770114942528736,348,402,0.536,42,83,0.664,52,139,0.7277486910994765,574,0,0.0,574,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,176,574,0.7653333333333333
roberta_encoder_layer_5_output_dense_bias,bias,768,1,12,2,3,14.997238,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_5_output_dense_weight,weight,2359296,1152,8,0,1,6.154964,1,1152,0.0008680555555555555,7409,107499,0.9355223309082048,53183,1068472,0.9525852423427881,53213,1067472,0.9525174335339547,1121228,1122215,0.5002199743875819,292809,529247,0.6438089375906264,294022,530803,0.6435340829873003,1268107,1,7.885763673125633e-07,1267731,377,0.00029729329047683634,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,975335,1268108,0.565250822062339
roberta_encoder_layer_6_attention_output_LayerNorm_bias,bias,768,1,12,1,2,11.26592,0,1,0.0,0,5,1.0,2,399,0.9950124688279302,2,360,0.994475138121547,362,402,0.5261780104712042,14,23,0.6216216216216216,14,35,0.7142857142857143,715,0,0.0,712,3,0.004195804195804196,707,8,0.011188811188811189,705,10,0.013986013986013986,0,0,0.0,0,0,0.0,49,715,0.9358638743455497
roberta_encoder_layer_6_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.301819,0,1,0.0,0,17,1.0,8,359,0.9782016348773842,8,376,0.9791666666666666,384,368,0.48936170212765956,47,94,0.6666666666666666,60,112,0.6511627906976745,582,0,0.0,581,1,0.001718213058419244,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,170,582,0.773936170212766
roberta_encoder_layer_6_attention_output_dense_bias,bias,768,1,12,0,3,14.724162,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_6_attention_output_dense_weight,weight,589824,288,8,0,1,6.184547,1,288,0.003472222222222222,1144,21849,0.9502457269603792,10839,271568,0.9616192233195353,10732,271644,0.9619939371617985,282502,282559,0.500050437032462,62635,116744,0.6508231175332676,63026,116433,0.6488000044578427,356981,0,0.0,356848,133,0.00037256884820200515,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,208080,356981,0.6317565714144137
roberta_encoder_layer_6_attention_self_key_bias,bias,768,1,12,1,1,6.176992,0,1,0.0,0,2,1.0,0,739,1.0,1,26,0.9629629629629629,27,740,0.9647979139504563,3,0,0.0,14,79,0.8494623655913979,731,0,0.0,726,5,0.006839945280437756,724,7,0.009575923392612859,723,8,0.01094391244870041,0,0,0.0,0,0,0.0,36,731,0.9530638852672751
roberta_encoder_layer_6_attention_self_key_weight,weight,589824,288,8,0,1,6.532034,0,288,0.0,430,15365,0.9727761949984172,7457,279313,0.9739965826271926,7626,279633,0.9734525289024887,287395,286916,0.49958297856039674,45173,87465,0.6594264087214825,44997,87130,0.6594412951175763,425173,0,0.0,424576,597,0.0014041343170897494,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,149138,425173,0.7403183989162666
roberta_encoder_layer_6_attention_self_query_bias,bias,768,1,12,0,3,14.901871,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_6_attention_self_query_weight,weight,589824,288,8,0,1,6.983669,11,288,0.03819444444444445,319,13164,0.9763405770229178,6324,271269,0.9772184457100863,6565,269655,0.9762327130548114,276372,277716,0.5012128037423659,37791,74922,0.6647148066327753,37899,74513,0.6628562786891079,428074,0,0.0,427069,1005,0.0023477249260641852,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,126014,428074,0.7725740315617736
roberta_encoder_layer_6_attention_self_value_bias,bias,768,1,12,1,2,16.595922,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_6_attention_self_value_weight,weight,589824,288,8,1,1,8.396748,137,288,0.4756944444444444,146,6993,0.9795489564364757,3403,148765,0.9776365595920299,3441,146500,0.977050973382864,150021,152237,0.5036657425113644,19010,37722,0.6649157442008038,19393,37841,0.6611629451025615,237963,0,0.0,236755,1208,0.005076419443358841,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,64295,237963,0.7872843729529078
roberta_encoder_layer_6_intermediate_dense_bias,bias,3072,2,12,0,3,14.998508,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_6_intermediate_dense_weight,weight,2359296,1152,8,1,1,6.32868,8,1152,0.006944444444444444,2345,69226,0.9672353327465034,35578,1169077,0.9704662330708792,32550,1034136,0.9694849280856784,1067203,1205236,0.5303711122718806,191921,372780,0.6601369574341112,199228,391115,0.6625216187877218,1618387,0,0.0,1615650,2737,0.0016911900552834397,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,654052,1618387,0.7121806129889515
roberta_encoder_layer_6_output_LayerNorm_bias,bias,768,1,12,1,2,11.166534,0,1,0.0,0,1,1.0,0,428,1.0,0,339,1.0,339,429,0.55859375,14,36,0.72,11,25,0.6944444444444444,719,1,0.001388888888888889,718,2,0.002777777777777778,710,10,0.013888888888888888,707,13,0.018055555555555554,0,0,0.0,0,0,0.0,48,720,0.9375
roberta_encoder_layer_6_output_LayerNorm_weight,weight,768,1,8,1,1,6.419795,0,1,0.0,0,11,1.0,7,384,0.9820971867007673,3,363,0.9918032786885246,366,392,0.5171503957783641,48,97,0.6689655172413793,57,132,0.6984126984126984,582,0,0.0,582,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,176,582,0.7678100263852242
roberta_encoder_layer_6_output_dense_bias,bias,768,1,12,2,3,14.774475,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_6_output_dense_weight,weight,2359296,1152,8,0,1,6.033705,1,1152,0.0008680555555555555,7483,112115,0.9374320640813392,55423,1064137,0.95049573046554,55611,1062479,0.9502625012297757,1118616,1120115,0.5003347878775968,303646,546433,0.6428026101103544,304684,548811,0.6430160692212609,1227826,0,0.0,1227477,349,0.0002842422297621976,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1010905,1227826,0.5484473123389992
roberta_encoder_layer_7_attention_output_LayerNorm_bias,bias,768,1,12,1,2,12.151342,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.339076,0,1,0.0,0,14,1.0,6,346,0.9829545454545454,7,395,0.9825870646766169,402,353,0.4675496688741722,53,83,0.6102941176470589,60,133,0.689119170984456,570,0,0.0,570,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,185,570,0.7549668874172185
roberta_encoder_layer_7_attention_output_dense_bias,bias,768,1,12,0,3,14.940826,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_attention_output_dense_weight,weight,589824,288,8,2,1,6.390604,0,288,0.0,1659,26166,0.940377358490566,12848,268234,0.9542909186643044,13041,267876,0.9535770352096883,281068,281208,0.50012449402073,72703,132025,0.6448800359501388,73247,132188,0.6434541339109694,321065,0,0.0,320950,115,0.00035818292246118385,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,241211,321065,0.5710096109384004
roberta_encoder_layer_7_attention_self_key_bias,bias,768,1,12,0,1,7.021784,0,1,0.0,160,186,0.5375722543352601,110,112,0.5045045045045045,75,125,0.625,201,222,0.524822695035461,40,14,0.25925925925925924,41,12,0.22641509433962265,50,0,0.0,43,7,0.14,39,11,0.22,44,6,0.12,0,0,0.0,0,0,0.0,373,50,0.1182033096926714
roberta_encoder_layer_7_attention_self_key_weight,weight,589824,288,8,0,1,7.174318,0,288,0.0,349,14201,0.9760137457044673,6922,280989,0.9759578480849985,7001,280362,0.9756370861941168,287514,288038,0.5004552151673524,42072,81574,0.6597382851042493,41677,81724,0.6622636769556163,436393,0,0.0,434785,1608,0.003684752046893511,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,139159,436393,0.7582164600244635
roberta_encoder_layer_7_attention_self_query_bias,bias,768,1,12,0,3,14.350739,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_attention_self_query_weight,weight,589824,288,8,0,1,7.537582,46,288,0.1597222222222222,227,10551,0.9789385785860085,5222,237796,0.9785118797784527,5091,236729,0.9789471507733024,241946,243130,0.5012204273144827,30636,61327,0.6668660222045822,30351,60947,0.6675611733006199,382609,0,0.0,381560,1049,0.0027417023645549374,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,102467,382609,0.78876093643058
roberta_encoder_layer_7_attention_self_value_bias,bias,768,1,12,1,2,16.812597,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_attention_self_value_weight,weight,589824,288,8,0,1,6.484177,62,288,0.2152777777777778,333,11943,0.9728739002932552,5837,222498,0.9744366829439202,5886,216351,0.9735147612683757,222344,228448,0.5067703064828125,32957,63907,0.6597600759828213,33282,64393,0.6592577425134374,340159,0,0.0,338792,1367,0.004018708897897748,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,110633,340159,0.754580826634013
roberta_encoder_layer_7_intermediate_dense_bias,bias,3072,2,12,0,3,15.154446,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_intermediate_dense_weight,weight,2359296,1152,8,0,1,6.494814,7,1152,0.006076388888888889,2178,67820,0.9688848252807223,34267,1157120,0.9712377254410196,32433,1051142,0.9700685231755993,1084093,1191989,0.5237021337544078,191992,374880,0.6613133123527004,194433,382211,0.6628196946469572,1629281,0,0.0,1626576,2705,0.001660241542128092,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,646801,1629281,0.7158270220492935
roberta_encoder_layer_7_output_LayerNorm_bias,bias,768,1,12,1,2,11.05722,0,1,0.0,0,10,1.0,6,416,0.985781990521327,3,333,0.9910714285714286,336,423,0.5573122529644269,31,71,0.696078431372549,17,26,0.6046511627906976,684,0,0.0,681,3,0.0043859649122807015,674,10,0.014619883040935672,671,13,0.019005847953216373,0,0,0.0,0,0,0.0,75,684,0.9011857707509882
roberta_encoder_layer_7_output_LayerNorm_weight,weight,768,1,8,1,1,6.169724,0,1,0.0,0,19,1.0,12,383,0.9696202531645569,6,348,0.9830508474576272,354,396,0.528,49,105,0.6818181818181818,80,151,0.6536796536796536,536,0,0.0,536,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,214,536,0.7146666666666667
roberta_encoder_layer_7_output_dense_bias,bias,768,1,12,2,3,14.506393,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_7_output_dense_weight,weight,2359296,1152,8,0,0,6.313595,2,1152,0.001736111111111111,8777,118859,0.931234134570184,58621,1054998,0.94735991393825,59160,1054785,0.9468914533482353,1114474,1114168,0.49993134832781577,320727,576502,0.6425360749596815,320694,574872,0.6419091390249295,1161809,0,0.0,1161577,232,0.00019968858908822363,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1066833,1161809,0.5213080431940168
roberta_encoder_layer_8_attention_output_LayerNorm_bias,bias,768,1,12,1,2,10.378443,0,1,0.0,0,14,1.0,4,391,0.9898734177215189,9,350,0.9749303621169917,360,395,0.5231788079470199,15,36,0.7058823529411765,14,21,0.6,702,0,0.0,701,1,0.0014245014245014246,696,6,0.008547008547008548,694,8,0.011396011396011397,0,0,0.0,0,0,0.0,53,702,0.9298013245033112
roberta_encoder_layer_8_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.216263,0,1,0.0,0,20,1.0,10,343,0.9716713881019831,9,386,0.9772151898734177,395,354,0.472630173564753,52,88,0.6285714285714286,63,124,0.6631016042780749,562,0,0.0,562,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,187,562,0.7503337783711616
roberta_encoder_layer_8_attention_output_dense_bias,bias,768,1,12,0,3,15.280533,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_8_attention_output_dense_weight,weight,589824,288,8,0,1,6.137501,0,288,0.0,1207,23051,0.9502432187319647,11361,271452,0.9598285793085891,11417,271336,0.9596220022422397,282882,282957,0.5000662732685446,66565,124414,0.6514538247660737,66454,124678,0.6523135843291548,345242,0,0.0,345119,123,0.0003562718325116875,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,220597,345242,0.6101417541031989
roberta_encoder_layer_8_attention_self_key_bias,bias,768,1,12,1,2,6.904526,0,1,0.0,0,1,1.0,0,737,1.0,0,30,1.0,30,738,0.9609375,3,4,0.5714285714285714,5,10,0.6666666666666666,759,0,0.0,755,4,0.005270092226613966,740,19,0.025032938076416336,748,11,0.014492753623188406,0,0,0.0,0,0,0.0,9,759,0.98828125
roberta_encoder_layer_8_attention_self_key_weight,weight,589824,288,8,0,1,6.484688,0,288,0.0,386,14244,0.9736158578263842,7050,280803,0.9755083323779846,6913,280428,0.9759414771995643,287475,288000,0.5004561449237587,42022,82485,0.6624928718867212,41854,82319,0.6629379977934011,436053,0,0.0,435274,779,0.0017864800838430191,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,139422,436053,0.7577270950084712
roberta_encoder_layer_8_attention_self_query_bias,bias,768,1,12,1,3,14.924505,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_8_attention_self_query_weight,weight,589824,288,8,0,1,7.075453,16,288,0.05555555555555555,233,11168,0.9795631962108587,5473,267563,0.979955024245887,5426,267193,0.9800967650824044,272763,273161,0.5003645196034613,32210,65022,0.6687304591081126,32517,64566,0.6650597941967182,437337,0,0.0,436091,1246,0.0028490614789052834,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,108587,437337,0.8010950242158249
roberta_encoder_layer_8_attention_self_value_bias,bias,768,1,12,2,3,15.123088,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_8_attention_self_value_weight,weight,589824,288,8,1,1,7.804634,34,288,0.11805555555555555,255,11511,0.9783273839877613,5674,251442,0.9779321395790227,5586,245724,0.977772472245434,251447,257230,0.5056843537254486,32876,64698,0.6630659806915776,33094,65343,0.6638052764712455,398541,0,0.0,397059,1482,0.0037185634602211566,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,110136,398541,0.7834853944644637
roberta_encoder_layer_8_intermediate_dense_bias,bias,3072,2,12,0,3,14.891094,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_8_intermediate_dense_weight,weight,2359296,1152,8,0,1,6.443937,13,1152,0.011284722222222222,2088,65621,0.9691621497880636,32906,1157072,0.972347387934903,31606,1043379,0.9705986595161793,1075493,1190579,0.5253932796486608,185526,362606,0.6615304342749556,187619,369138,0.6630145647023746,1642000,0,0.0,1639492,2508,0.0015274056029232644,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,624072,1642000,0.7246018661366452
roberta_encoder_layer_8_output_LayerNorm_bias,bias,768,1,12,1,2,10.038066,0,1,0.0,0,7,1.0,5,391,0.9873737373737373,1,364,0.9972602739726028,366,396,0.5196850393700787,14,32,0.6956521739130435,17,32,0.6530612244897959,708,0,0.0,702,6,0.00847457627118644,697,11,0.015536723163841809,699,9,0.012711864406779662,0,0,0.0,0,0,0.0,54,708,0.9291338582677166
roberta_encoder_layer_8_output_LayerNorm_weight,weight,768,1,8,1,1,5.937139,0,1,0.0,1,21,0.9545454545454546,10,379,0.974293059125964,10,347,0.9719887955182073,357,390,0.5220883534136547,68,121,0.6402116402116402,86,145,0.6277056277056277,497,0,0.0,497,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,250,497,0.6653279785809906
