tensor_name,tensor_type,num_weights,num_chunks,bitwidth,predictor,bestK,bits_per_element,skip_count,skip_total,skip_p1,ctx0_zeros,ctx0_ones,ctx0_p1,ctx1_zeros,ctx1_ones,ctx1_p1,ctx2_zeros,ctx2_ones,ctx2_p1,ctx3_zeros,ctx3_ones,ctx3_p1,ctx4_zeros,ctx4_ones,ctx4_p1,ctx5_zeros,ctx5_ones,ctx5_p1,ctx6_zeros,ctx6_ones,ctx6_p1,ctx7_zeros,ctx7_ones,ctx7_p1,ctx8_zeros,ctx8_ones,ctx8_p1,ctx9_zeros,ctx9_ones,ctx9_p1,ctx10_zeros,ctx10_ones,ctx10_p1,ctx11_zeros,ctx11_ones,ctx11_p1,ctx12_zeros,ctx12_ones,ctx12_p1
roberta_encoder_layer_11_attention_self_query_weight,weight,589824,288,8,0,1,7.246891,5,288,0.017361111111111112,227,11154,0.9800544767595115,5441,280295,0.9809579471960131,5436,277031,0.9807552740674131,282596,285884,0.5028919223191669,32462,64935,0.6667043132745362,32011,64279,0.6675563402222453,460828,1,2.1700023219024846e-06,459686,1143,0.00248031265393454,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,107651,460829,0.8106336194764987
roberta_encoder_layer_11_attention_self_value_bias,bias,768,1,12,2,3,14.336309,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_11_attention_self_value_weight,weight,589824,288,8,0,1,7.71629,121,288,0.4201388888888889,154,7164,0.9789559989068052,3513,164991,0.9791518302236148,3488,162706,0.9790124793915544,166278,168583,0.5034417265671428,19663,39115,0.66547007383715,20136,39873,0.6644503324501325,267895,0,0.0,266837,1058,0.00394930849773232,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,66966,267895,0.80001851514509
roberta_encoder_layer_11_intermediate_dense_bias,bias,3072,2,12,1,2,17.198643,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_11_intermediate_dense_weight,weight,2359296,1152,8,1,1,8.320921,660,1152,0.5729166666666666,348,18873,0.9818948025597003,9462,503284,0.9815464186946363,8928,466721,0.9812298564697918,475854,513024,0.5187940271701869,53843,108248,0.6678223960614716,53951,108807,0.6685201341869524,807647,0,0.0,804571,3076,0.0038085945964016457,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,181231,807647,0.8167306786074723
roberta_encoder_layer_11_output_LayerNorm_bias,bias,768,1,12,1,2,14.189621,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_11_output_LayerNorm_weight,weight,768,1,8,1,1,6.284459,0,1,0.0,0,19,1.0,5,408,0.9878934624697336,13,323,0.9613095238095238,337,413,0.5506666666666666,74,116,0.6105263157894737,90,157,0.6356275303643725,499,0,0.0,498,1,0.002004008016032064,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,251,499,0.6653333333333333
roberta_encoder_layer_11_output_dense_bias,bias,768,1,12,0,2,18.578644,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_11_output_dense_weight,weight,2359296,1152,8,2,1,6.418182,1,1152,0.0008680555555555555,5219,102344,0.9514795980030308,50996,1074278,0.9546812598531558,50256,1074155,0.9553045994747472,1124968,1125809,0.5001868243722057,295333,547195,0.6494680295491663,296448,548867,0.6493046970655909,1274577,186,0.0001459094749376943,1274457,306,0.0002400446200587874,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,976014,1274763,0.5663657483615658
roberta_encoder_layer_1_attention_output_LayerNorm_bias,bias,768,1,12,0,3,15.891871,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.296829,0,1,0.0,0,28,1.0,11,319,0.9666666666666667,16,394,0.9609756097560975,410,331,0.446693657219973,73,177,0.708,74,122,0.6224489795918368,491,0,0.0,491,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,250,491,0.6626180836707153
roberta_encoder_layer_1_attention_output_dense_bias,bias,768,1,12,0,3,14.671977,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_attention_output_dense_weight,weight,589824,288,8,0,0,6.18218,0,288,0.0,2031,28262,0.9329548080414617,14010,266493,0.9500540101175389,13978,265050,0.9499046690654701,279166,280639,0.5013156366949205,76821,138258,0.6428242645725524,77745,140432,0.6436608808444519,303061,0,0.0,302771,290,0.0009569030657194426,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,256744,303061,0.541368869517064
roberta_encoder_layer_1_attention_self_key_bias,bias,768,1,12,1,2,11.07988,0,1,0.0,0,10,1.0,3,399,0.9925373134328358,6,350,0.9831460674157303,357,402,0.5296442687747036,17,47,0.734375,23,39,0.6290322580645161,686,0,0.0,681,5,0.007288629737609329,679,7,0.01020408163265306,670,16,0.023323615160349854,0,0,0.0,0,0,0.0,73,686,0.9038208168642952
roberta_encoder_layer_1_attention_self_key_weight,weight,589824,288,8,0,1,6.582199,24,288,0.08333333333333333,416,13869,0.9708785439271964,6807,256252,0.9741236756773195,6807,256521,0.9741501093693037,263444,263198,0.4997664447575393,40720,79335,0.6608221231935363,40299,79162,0.6626597801793054,391832,0,0.0,391156,676,0.0017252291798525899,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,134810,391832,0.7440196566168289
roberta_encoder_layer_1_attention_self_query_bias,bias,768,1,12,1,3,16.512141,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_attention_self_query_weight,weight,589824,288,8,1,1,6.982422,25,288,0.08680555555555555,307,11925,0.9749018966644866,5895,261082,0.977919446244433,5774,253641,0.9777422277046431,259541,267107,0.5071831659856298,34339,68289,0.6654032038040301,34418,68649,0.6660618820767074,411483,1,2.430228149818705e-06,410202,1282,0.0031155524880675796,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,115164,411484,0.7813264267594294
roberta_encoder_layer_1_attention_self_value_bias,bias,768,1,12,1,2,14.506088,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_attention_self_value_weight,weight,589824,288,8,0,1,7.870525,56,288,0.19444444444444445,322,11764,0.9733576038391527,5717,227057,0.9754396968733622,5818,224458,0.974734666226615,230400,232879,0.5026754936010481,34293,67103,0.6617913921653714,34272,66268,0.6591207479610105,349006,0,0.0,348225,781,0.002237783877641072,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,114273,349006,0.7533387008692386
roberta_encoder_layer_1_intermediate_dense_bias,bias,3072,2,12,2,3,14.924717,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_intermediate_dense_weight,weight,2359296,1152,8,0,1,6.845097,0,1152,0.0,2355,69601,0.9672716660181222,35834,1188068,0.9707215120164849,32637,1030801,0.9693099174564008,1063935,1224535,0.5350889458896119,193365,374763,0.6596453616086516,197782,386655,0.6615854232363796,1634063,0,0.0,1631910,2153,0.0013175746589941758,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,654407,1634063,0.7140416959802838
roberta_encoder_layer_1_output_LayerNorm_bias,bias,768,1,12,1,2,13.954447,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_output_LayerNorm_weight,weight,768,1,8,1,1,6.435282,0,1,0.0,0,24,1.0,8,353,0.9778393351800554,15,368,0.9608355091383812,384,361,0.48456375838926175,53,105,0.6645569620253164,67,124,0.6492146596858639,538,0,0.0,538,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,207,538,0.7221476510067114
roberta_encoder_layer_1_output_dense_bias,bias,768,1,12,2,3,15.34756,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_1_output_dense_weight,weight,2359296,1152,8,0,0,6.319435,0,1152,0.0,5469,97174,0.9467182369961907,48029,1080951,0.9574580594873249,48025,1079648,0.9574122994875287,1128228,1129545,0.5002916590817589,269721,500257,0.6497029785266593,269616,500358,0.6498375269814305,1360343,4,2.940426229484095e-06,1359306,1041,0.0007652459262232357,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,897426,1360347,0.6025171706810206
roberta_encoder_layer_2_attention_output_LayerNorm_bias,bias,768,1,12,1,2,15.132029,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.477173,0,1,0.0,0,14,1.0,5,327,0.9849397590361446,8,414,0.981042654028436,423,332,0.43973509933774835,55,92,0.6258503401360545,51,114,0.6909090909090909,583,0,0.0,583,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,172,583,0.7721854304635761
roberta_encoder_layer_2_attention_output_dense_bias,bias,768,1,12,2,3,14.592809,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_attention_output_dense_weight,weight,589824,288,8,2,1,6.287725,0,288,0.0,1410,24571,0.9457295716100227,12159,269904,0.9568926090979675,12137,269643,0.9569273901625381,281921,282197,0.5002446296696791,68980,127098,0.6482012260426973,69199,127281,0.6478063925081433,334815,2,5.973412341667239e-06,334461,356,0.0010632673968167686,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,229301,334817,0.593522986325556
roberta_encoder_layer_2_attention_self_key_bias,bias,768,1,12,0,1,8.781357,0,1,0.0,1,24,0.96,14,364,0.9629629629629629,9,356,0.9753424657534246,366,378,0.5080645161290323,60,89,0.5973154362416108,57,145,0.7178217821782178,543,0,0.0,540,3,0.0055248618784530384,539,4,0.007366482504604052,532,11,0.020257826887661142,0,0,0.0,0,0,0.0,201,543,0.7298387096774194
roberta_encoder_layer_2_attention_self_key_weight,weight,589824,288,8,0,1,7.045969,0,288,0.0,434,15327,0.97246367616268,7467,279101,0.9739433572485413,7575,279920,0.9736517156820118,287636,286712,0.4991956096303983,45812,89013,0.6602113851288708,45490,88102,0.6594855979399964,423302,0,0.0,422456,846,0.0019985731227350687,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,151046,423302,0.7370131000717335
roberta_encoder_layer_2_attention_self_query_bias,bias,768,1,12,1,3,15.108368,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_attention_self_query_weight,weight,589824,288,8,0,1,7.396605,0,288,0.0,320,13216,0.9763593380614657,6547,284306,0.9774903473575999,6388,279047,0.9776201236708882,285557,291012,0.5047305699751461,38077,75786,0.6655893486031459,37958,76075,0.6671314444064438,448974,0,0.0,447813,1161,0.002585895842520948,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,127595,448974,0.7786995138482992
roberta_encoder_layer_2_attention_self_value_bias,bias,768,1,12,0,2,17.750432,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_attention_self_value_weight,weight,589824,288,8,0,1,7.137196,39,288,0.13541666666666666,378,12810,0.9713375796178344,6223,243922,0.9751224289911851,6346,240273,0.9742680004379225,246733,250272,0.5035603263548657,36490,71581,0.6623516021874508,36459,70904,0.6604137365759154,375481,0,0.0,374346,1135,0.0030227894354175047,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,121524,375481,0.7554873693423607
roberta_encoder_layer_2_intermediate_dense_bias,bias,3072,2,12,1,3,14.534122,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_intermediate_dense_weight,weight,2359296,1152,8,0,1,6.417707,8,1152,0.006944444444444444,2027,63664,0.9691434138618684,32482,1177516,0.973155327529467,30066,1037157,0.9718278185533857,1067773,1210564,0.5313366723184498,178282,350501,0.6628446829795965,182669,360712,0.6638288788161529,1671827,0,0.0,1667917,3910,0.002338758735204061,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,606510,1671827,0.733792674218081
roberta_encoder_layer_2_output_LayerNorm_bias,bias,768,1,12,1,2,16.233846,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_output_LayerNorm_weight,weight,768,1,8,1,1,6.354431,0,1,0.0,0,15,1.0,9,373,0.9764397905759162,6,365,0.9838274932614556,371,382,0.5073041168658698,45,84,0.6511627906976745,57,131,0.6968085106382979,568,0,0.0,568,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,185,568,0.7543160690571049
roberta_encoder_layer_2_output_dense_bias,bias,768,1,12,0,3,14.441879,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_2_output_dense_weight,weight,2359296,1152,8,0,1,6.045908,1,1152,0.0008680555555555555,5508,96634,0.9460750719586458,47591,1081226,0.9578399333107138,47940,1078349,0.9574354361979918,1126847,1129362,0.5005573508482591,267341,493330,0.6485458233585873,268321,495711,0.6488092121795945,1365187,1,7.324998461750323e-07,1364616,572,0.0004189899120121185,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,891021,1365188,0.6050804690522908
roberta_encoder_layer_3_attention_output_LayerNorm_bias,bias,768,1,12,0,3,15.529739,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.594686,0,1,0.0,2,15,0.8823529411764706,6,344,0.9828571428571429,8,393,0.9800498753117207,402,350,0.4654255319148936,41,74,0.6434782608695652,41,87,0.6796875,606,0,0.0,606,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,146,606,0.8058510638297872
roberta_encoder_layer_3_attention_output_dense_bias,bias,768,1,12,2,3,14.789927,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_attention_output_dense_weight,weight,589824,288,8,0,1,6.112265,0,288,0.0,1269,23046,0.9478099938309685,11381,271119,0.9597132743362832,11389,271620,0.9597574635435622,283152,282633,0.49954134521063653,65580,118615,0.6439642769890606,65372,120641,0.6485621972657825,349793,1,2.8588254801397394e-06,349500,294,0.0008404946911610833,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,215991,349794,0.6182454465919033
roberta_encoder_layer_3_attention_self_key_bias,bias,768,1,12,0,1,7.166738,0,1,0.0,0,31,1.0,13,329,0.9619883040935673,17,378,0.9569620253164557,396,342,0.4634146341463415,106,171,0.6173285198555957,99,161,0.6192307692307693,421,0,0.0,419,2,0.004750593824228029,417,4,0.009501187648456057,417,4,0.009501187648456057,0,0,0.0,0,0,0.0,317,421,0.5704607046070461
roberta_encoder_layer_3_attention_self_key_weight,weight,589824,288,8,0,1,7.121941,0,288,0.0,404,15163,0.9740476649322284,7399,279671,0.9742257985857108,7482,279705,0.9739472887003938,287312,287227,0.49992602764999416,43845,85942,0.6621772596639108,44084,86083,0.6613273717608917,427920,0,0.0,427018,902,0.0021078706300243035,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,146619,427920,0.7448058356351788
roberta_encoder_layer_3_attention_self_query_bias,bias,768,1,12,1,3,15.663345,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_attention_self_query_weight,weight,589824,288,8,1,1,7.472628,5,288,0.017361111111111112,331,13076,0.9753114044901917,6376,277518,0.9775409131577278,6419,275864,0.9772604088804497,282423,284035,0.5014228768946682,38486,76586,0.6655485261401557,38375,75755,0.6637606238499956,438086,0,0.0,437100,986,0.0022506996343183757,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,128372,438086,0.7733777261509238
roberta_encoder_layer_3_attention_self_value_bias,bias,768,1,12,0,2,17.55601,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_attention_self_value_weight,weight,589824,288,8,1,1,7.67186,23,288,0.0798611111111111,307,12234,0.9755202934375249,6004,261414,0.9775482577836945,5969,256792,0.9772835390335705,262881,267559,0.5044095467913431,35123,68275,0.6603125785798565,34774,68865,0.6644699389226063,414066,0,0.0,412560,1506,0.0036371013316717623,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,116374,414066,0.7806085513912978
roberta_encoder_layer_3_intermediate_dense_bias,bias,3072,2,12,1,3,15.12365,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_intermediate_dense_weight,weight,2359296,1152,8,1,1,6.931377,8,1152,0.006944444444444444,2175,67340,0.9687117888225563,34298,1172872,0.9715880944688817,31933,1034294,0.9700504676771456,1066715,1207791,0.5310124484173706,187081,364183,0.6606326551343821,193109,378757,0.6623177457656164,1638763,0,0.0,1634991,3772,0.002301736126578401,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,635743,1638763,0.7204918342708263
roberta_encoder_layer_3_output_LayerNorm_bias,bias,768,1,12,1,2,14.584437,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_output_LayerNorm_weight,weight,768,1,8,1,1,6.391866,0,1,0.0,0,21,1.0,13,380,0.9669211195928753,7,347,0.980225988700565,355,393,0.5254010695187166,47,88,0.6518518518518519,54,112,0.6746987951807228,574,0,0.0,574,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,174,574,0.767379679144385
roberta_encoder_layer_3_output_dense_bias,bias,768,1,12,0,3,14.972254,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_3_output_dense_weight,weight,2359296,1152,8,0,0,6.238565,1,1152,0.0008680555555555555,7496,109782,0.9360834939204283,54451,1068311,0.9515026336837192,54234,1062974,0.9514557718884935,1117770,1123297,0.5012331179746077,298476,542280,0.644990936728373,300500,544763,0.6444893482856815,1244576,1,8.034858429811896e-07,1244235,342,0.00027479215829956686,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,996490,1244577,0.5553501970266842
roberta_encoder_layer_4_attention_output_LayerNorm_bias,bias,768,1,12,0,3,16.493037,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_attention_output_LayerNorm_weight,weight,768,1,8,1,1,6.435898,0,1,0.0,0,16,1.0,8,366,0.9786096256684492,7,371,0.9814814814814815,378,375,0.49800796812749004,38,77,0.6695652173913044,44,126,0.7411764705882353,602,0,0.0,602,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,151,602,0.799468791500664
roberta_encoder_layer_4_attention_output_dense_bias,bias,768,1,12,0,3,15.373545,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_attention_output_dense_weight,weight,589824,288,8,0,1,6.248959,0,288,0.0,1298,22493,0.9454415535286453,11211,271688,0.9603710158042269,11011,272123,0.9611102870019143,283269,283035,0.4997933971859637,63108,116298,0.6482391893247718,63459,116685,0.6477318145483613,356237,1,2.80711209921457e-06,355912,326,0.0009151185443439498,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,210066,356238,0.6290578911679946
roberta_encoder_layer_4_attention_self_key_bias,bias,768,1,12,1,1,8.200282,0,1,0.0,0,29,1.0,15,415,0.9651162790697675,13,296,0.9579288025889967,309,431,0.5824324324324325,63,115,0.6460674157303371,80,186,0.6992481203007519,476,0,0.0,470,6,0.012605042016806723,469,7,0.014705882352941176,469,7,0.014705882352941176,0,0,0.0,0,0,0.0,264,476,0.6432432432432432
roberta_encoder_layer_4_attention_self_key_weight,weight,589824,288,8,0,1,7.344355,9,288,0.03125,353,14187,0.9757221458046768,6947,271252,0.9750286665300738,6969,271684,0.9749904002469021,278770,278353,0.4996257558923254,40996,80371,0.6622146052880932,41014,80178,0.6615783220014523,420947,0,0.0,420112,835,0.0019836226413301435,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,136176,420947,0.755572826826392
roberta_encoder_layer_4_attention_self_query_bias,bias,768,1,12,0,3,14.930227,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_attention_self_query_weight,weight,589824,288,8,0,1,7.789494,65,288,0.22569444444444445,257,9868,0.9746172839506173,4749,218452,0.9787232136056738,4897,218481,0.9780775188245933,223479,223322,0.49982430657048665,28006,55485,0.6645626474709849,28337,56279,0.6651106173773281,352568,0,0.0,351606,962,0.00272855165528352,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,94233,352568,0.7890940261995832
roberta_encoder_layer_4_attention_self_value_bias,bias,768,1,12,2,3,14.293315,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_attention_self_value_weight,weight,589824,288,8,1,1,7.064358,106,288,0.3680555555555556,211,8667,0.9762333858977247,4268,179265,0.9767453264535533,4219,176106,0.9766033550533758,180412,183626,0.5044143743235596,24822,48532,0.6616135452736047,24881,48633,0.6615474603476889,281077,0,0.0,279770,1307,0.004649971360161095,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,82961,281077,0.7721089556584753
roberta_encoder_layer_4_intermediate_dense_bias,bias,3072,2,12,0,3,14.951015,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_intermediate_dense_weight,weight,2359296,1152,8,1,1,6.80892,8,1152,0.006944444444444444,2340,69856,0.9675882320350158,35720,1167978,0.9703247824620461,33028,1033990,0.9690464453270704,1067530,1204294,0.5301000429610745,196396,382527,0.6607562663773939,202096,395759,0.6619648576996094,1604689,0,0.0,1601868,2821,0.0017579730402588912,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,667135,1604689,0.7063438893153695
roberta_encoder_layer_4_output_LayerNorm_bias,bias,768,1,12,1,2,13.629013,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_output_LayerNorm_weight,weight,768,1,8,1,1,6.290604,0,1,0.0,0,20,1.0,11,375,0.9715025906735751,8,354,0.9779005524861878,362,387,0.5166889185580774,40,84,0.6774193548387096,63,110,0.6358381502890174,574,0,0.0,574,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,175,574,0.7663551401869159
roberta_encoder_layer_4_output_dense_bias,bias,768,1,12,2,3,15.129028,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0
roberta_encoder_layer_4_output_dense_weight,weight,2359296,1152,8,0,1,6.030277,1,1152,0.0008680555555555555,7488,110032,0.9362831858407079,54737,1066050,0.9511619959903175,54213,1064728,0.9515497242481954,1119485,1121325,0.5004105658221804,299472,542360,0.6442615628771536,300632,542776,0.6435509267163698,1241892,0,0.0,1241641,251,0.00020211097261275536,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,998918,1241892,0.5542156630861161
