id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
62,transformer.h.5.attn.c_attn.weight,Weight,8,1769472,9005968,6148241,15154209,155939692,19471806,44499738,6969684,8.564254760742188,10.290190137934616,2.9364606229200088,1.2849107465787228,88.12780987774885
63,transformer.h.5.attn.c_attn.bias,Bias,16,2304,0,36866,36866,282471,4608,59595,39168,16.000868055555557,7.66210058048066,1.6165301361688276,0.12499321868388216,122.60026041666667
64,transformer.h.5.attn.c_proj.weight,Weight,8,589824,3005143,1193675,4198818,47877003,6430234,14160546,1930789,7.118764241536458,11.402495416567234,3.3725076914503083,1.5314390859522846,81.17167663574219
65,transformer.h.5.attn.c_proj.bias,Bias,16,768,0,12289,12289,94200,1536,19879,13056,16.001302083333332,7.665391813817235,1.6176255187566115,0.12498982830173326,122.65625
66,transformer.h.5.ln_1.weight,Weight,16,768,0,12289,12289,91760,1537,19066,13056,16.001302083333332,7.466840263650419,1.5514687932297175,0.1250712018878672,119.47916666666667
67,transformer.h.5.ln_1.bias,Bias,16,768,0,12289,12289,99030,1536,21489,13056,16.001302083333332,8.05842623484417,1.7486369924322565,0.12498982830173326,128.9453125
68,transformer.h.5.mlp.c_fc.weight,Weight,8,2359296,12035203,7615860,19651063,204746953,25949930,58278710,8844043,8.329206254747179,10.419128624237782,2.9656772257052966,1.3205356880693935,86.78307130601671
69,transformer.h.5.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,385236,6144,82330,52224,16.000651041666668,7.837327582699272,1.6749399845383897,0.12499491394393132,125.40234375
70,transformer.h.5.mlp.c_proj.weight,Weight,8,2359296,12028191,6638627,18666818,198593619,25856126,57190242,8208664,7.9120288425021705,10.638857624261403,3.0637381261230487,1.3851383776281527,84.17494837443034
71,transformer.h.5.mlp.c_proj.bias,Bias,16,768,0,12289,12289,94029,1536,19822,13056,16.001302083333332,7.6514769305883314,1.612987224346977,0.12498982830173326,122.43359375
72,transformer.h.5.ln_2.weight,Weight,16,768,0,12289,12289,93801,1536,19746,13056,16.001302083333332,7.632923752949792,1.6068028318007974,0.12498982830173326,122.13671875
73,transformer.h.5.ln_2.bias,Bias,16,768,0,12289,12289,97419,1536,20952,13056,16.001302083333332,7.927333387582391,1.7049393766783303,0.12498982830173326,126.84765625
74,transformer.h.6.attn.c_attn.weight,Weight,8,1769472,8993587,6036152,15029739,155211616,19436713,44316338,6908514,8.493911743164062,10.326966822244884,2.9485766851972612,1.2932169347717881,87.71634476273148
75,transformer.h.6.attn.c_attn.bias,Bias,16,2304,0,36866,36866,53004,4608,11522,4608,16.000868055555557,1.4377475180383008,0.3125372972386481,0.12499321868388216,23.005208333333332
76,transformer.h.6.attn.c_proj.weight,Weight,8,589824,2998010,1152195,4150205,47507834,6412869,14075050,1897189,7.036344740125868,11.447105383950912,3.391410785732271,1.5451933097280737,80.54577975802951
77,transformer.h.6.attn.c_proj.bias,Bias,16,768,0,12289,12289,94260,1536,19899,13056,16.001302083333332,7.670274228985272,1.6192529904792905,0.12498982830173326,122.734375
78,transformer.h.6.ln_1.weight,Weight,16,768,0,12289,12289,92028,1536,19155,13056,16.001302083333332,7.488648384734315,1.5587110423956383,0.12498982830173326,119.828125
79,transformer.h.6.ln_1.bias,Bias,16,768,0,12289,12289,100347,1536,21928,13056,16.001302083333332,8.16559524778257,1.7843599967450565,0.12498982830173326,130.66015625
80,transformer.h.6.mlp.c_fc.weight,Weight,8,2359296,12054801,7165231,19220032,202184389,25949029,57684754,8534279,8.14651150173611,10.51946162212425,3.001282932307293,1.3501033192868774,85.69691509670682
81,transformer.h.6.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,388062,6144,83272,52224,16.000651041666668,7.894820360499654,1.6941042438051837,0.12499491394393132,126.322265625
82,transformer.h.6.mlp.c_proj.weight,Weight,8,2359296,12026167,6251979,18278146,196877882,25821147,56934334,8062535,7.747288174099392,10.77121727772609,3.1148856125779933,1.412678671020573,83.44772423638238
83,transformer.h.6.mlp.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
84,transformer.h.6.ln_2.weight,Weight,16,768,6848,1491,8339,92240,14185,24945,1592,10.858072916666666,11.0612783307351,2.991365871207579,1.7010432905624175,120.10416666666667
85,transformer.h.6.ln_2.bias,Bias,16,768,0,12289,12289,99936,1536,21791,13056,16.001302083333332,8.13215070388152,1.7732118154447067,0.12498982830173326,130.125
86,transformer.h.7.attn.c_attn.weight,Weight,8,1769472,8988452,6234005,15222457,156425416,19444860,44594499,7049529,8.602824458369502,10.275963729114164,2.929520444695623,1.2773798605573332,88.40231210214121
87,transformer.h.7.attn.c_attn.bias,Bias,16,2304,0,36866,36866,283752,4608,60022,39168,16.000868055555557,7.696848044268432,1.628112624098085,0.12499321868388216,123.15625
88,transformer.h.7.attn.c_proj.weight,Weight,8,589824,3001128,1268641,4269769,48115436,6427535,14173682,1950958,7.239056057400173,11.268861617572286,3.3195430478791708,1.5053589550160675,81.57592095269098
89,transformer.h.7.attn.c_proj.bias,Bias,16,768,0,12289,12289,93975,1536,19804,13056,16.001302083333332,7.647082756937098,1.611522499796566,0.12498982830173326,122.36328125
90,transformer.h.7.ln_1.weight,Weight,16,768,0,12289,12289,90920,1537,18786,13056,16.001302083333332,7.3984864512979085,1.5286841891122143,0.1250712018878672,118.38541666666667
91,transformer.h.7.ln_1.bias,Bias,16,768,0,12289,12289,98340,1536,21259,13056,16.001302083333332,8.00227846041175,1.72992106762145,0.12498982830173326,128.046875
